Name,Image,Known For
Charles Bronson,"<img src=""https://image.tmdb.org/t/p/w500/8LoFmQmUzBaoGef8pY7M2urSCk.jpg"" width=""300"">","Known for Once Upon a Time in the West, The Magnificent Seven, and The Great Escape"
Britt Robertson,"<img src=""https://image.tmdb.org/t/p/w500/6lnipeQ6auGaxn4gQ8UX68xoxOy.jpg"" width=""300"">","Known for A Dog's Purpose, Tomorrowland, and Scream 4"
Steven Yeun,"<img src=""https://image.tmdb.org/t/p/w500/c2YjmwPqEVXvcUc5aJevCDkVeY9.jpg"" width=""300"">","Known for Mickey 17, Nope, and Space Jam: A New Legacy"
Sathish,"<img src=""https://image.tmdb.org/t/p/w500/1v0zxrknL0dEfAj4bHv9TVVyO93.jpg"" width=""300"">","Known for Varisu, Kaththi, and Sulthan"
Cate Blanchett,"<img src=""https://image.tmdb.org/t/p/w500/vUuEHiAR0eD3XEJhg2DWIjymUAA.jpg"" width=""300"">","Known for Thor: Ragnarok, How to Train Your Dragon 2, and How to Train Your Dragon: The Hidden World"
Sammo Hung Kam-Bo,"<img src=""https://image.tmdb.org/t/p/w500/odHszmZ4uj2Hj4EE03js8IsswJb.jpg"" width=""300"">","Known for Twilight of the Warriors: Walled In, Enter the Dragon, and Wheels on Meals"
Kim Dickens,"<img src=""https://image.tmdb.org/t/p/w500/yr6kstI1hdLP6LXz2xyBB4ovduj.jpg"" width=""300"">","Known for Gone Girl, The Blind Side, and Miss Peregrine's Home for Peculiar Children"
Miley Cyrus,"<img src=""https://image.tmdb.org/t/p/w500/zb8zGzOboXaSpGEAWROxkxqmgmA.jpg"" width=""300"">","Known for Guardians of the Galaxy Vol. 2, Big Fish, and Bolt"
Peter Falk,"<img src=""https://image.tmdb.org/t/p/w500/e59x8ITouNlyz8Qa2abb5lxiQvI.jpg"" width=""300"">","Known for The Princess Bride, Shark Tale, and It's a Mad, Mad, Mad, Mad World"
Sinem Ünsal,"<img src=""https://image.tmdb.org/t/p/w500/z7LF1TP34VGJiL3bwxNHJHRCPQE.jpg"" width=""300"">",Actor/Actress
Takehito Koyasu,"<img src=""https://image.tmdb.org/t/p/w500/8uBkNDKPNmp9JWgMUI02NVyfhi1.jpg"" width=""300"">","Known for Attack on Titan: THE LAST ATTACK, Neon Genesis Evangelion: Death and Rebirth, and Initial D: Battle Stage 2"
Tom Ellis,"<img src=""https://image.tmdb.org/t/p/w500/zhjIyqpk5bsYgxsh5bSeS6VZtHm.jpg"" width=""300"">","Known for Isn't It Romantic, Players, and The Thursday Murder Club"
Adam DiMarco,"<img src=""https://image.tmdb.org/t/p/w500/hj93hLN7qxN0ElBQLl4CBhj2imn.jpg"" width=""300"">","Known for Star Trek Beyond, GirlHouse, and Radio Rebel"
V,"<img src=""https://image.tmdb.org/t/p/w500/jPCklfz8cAXfvRptmeNeYBa9Myf.jpg"" width=""300"">","Known for Friends: The Reunion, BTS: Yet to Come in Cinemas, and BTS World Tour: Love Yourself in Seoul"
Meg Foster,"<img src=""https://image.tmdb.org/t/p/w500/6T6GeL0hNcsI5xtf4I5QMJv6xB7.jpg"" width=""300"">","Known for They Live, Overlord, and Jeepers Creepers 3"
LaKeith Stanfield,"<img src=""https://image.tmdb.org/t/p/w500/x3k0HCpMNqEtVf2VKQrSCol1ia2.jpg"" width=""300"">","Known for Knives Out, Get Out, and Straight Outta Compton"
Lizzy Caplan,"<img src=""https://image.tmdb.org/t/p/w500/7RnQS8uzP1QyfJSWXqO3TgsKX7W.jpg"" width=""300"">","Known for Mean Girls, Now You See Me 2, and The Interview"
Matthew Modine,"<img src=""https://image.tmdb.org/t/p/w500/z974QEHL12qUvLyk6hlWGAmDgom.jpg"" width=""300"">","Known for Oppenheimer, The Dark Knight Rises, and Notting Hill"
Peter Benson,"<img src=""https://image.tmdb.org/t/p/w500/btcuZXvGZcO1AyCQXcAeWWLf0jI.jpg"" width=""300"">","Known for Everything, Everything, Infidelity in Suburbia, and Going the Distance"
Kappei Yamaguchi,"<img src=""https://image.tmdb.org/t/p/w500/mJyxKRZxLv9D7LH5KcNSkjSKYOB.jpg"" width=""300"">","Known for Delinquent in Drag, One Piece Film Red, and Death Note Relight 1: Visions of a God"
Tae Hee,"<img src=""https://image.tmdb.org/t/p/w500/nfvP2Lig2O2AYlGbqoJneflyg4O.jpg"" width=""300"">","Known for Stepmom's Desire, Actresses: Sex Audition, and Bosomy Tae-hee"
Ben Mendelsohn,"<img src=""https://image.tmdb.org/t/p/w500/uRB2ufOpCNun8G1LPsZJPnfhavb.jpg"" width=""300"">","Known for Spider-Man: Far From Home, Ready Player One, and Rogue One: A Star Wars Story"
Minami Takayama,"<img src=""https://image.tmdb.org/t/p/w500/4Gunxt2UWnAX74ZoXKtqK2rI0e.jpg"" width=""300"">","Known for Kiki's Delivery Service, Detective Conan: One-eyed Flashback, and Whisper of the Heart"
Kyla Pratt,"<img src=""https://image.tmdb.org/t/p/w500/y02hmYVndLlJbOYkNDu3Ksdsiib.jpg"" width=""300"">","Known for The Addams Family 2, Doctor Dolittle, and Dr. Dolittle 2"
Louis Koo,"<img src=""https://image.tmdb.org/t/p/w500/yQuDBTzm7xWlJICNvl20OmcJP80.jpg"" width=""300"">","Known for Twilight of the Warriors: Walled In, Rob-B-Hood, and Warriors of Future"
Genelia D'Souza,"<img src=""https://image.tmdb.org/t/p/w500/q4g6maGv227VuxGQdtNfyJ1SKXR.jpg"" width=""300"">","Known for Sitaare Zameen Par, Ved, and Jai Ho"
Don Cheadle,"<img src=""https://image.tmdb.org/t/p/w500/oZ1u1GmudvUGpbMfi9Hxonzp3lF.jpg"" width=""300"">","Known for Avengers: Infinity War, Avengers: Endgame, and Avengers: Age of Ultron"
Toni Collette,"<img src=""https://image.tmdb.org/t/p/w500/lzXRh16qe4HHeBN6tMyw0DHvaMn.jpg"" width=""300"">","Known for Mickey 17, Knives Out, and Hereditary"
Zhang Ziyi,"<img src=""https://image.tmdb.org/t/p/w500/sjtAc10h5LaIaKV6Y1LoZoeE7HT.jpg"" width=""300"">","Known for Rush Hour 2, Godzilla: King of the Monsters, and Crouching Tiger, Hidden Dragon"
Tim Curry,"<img src=""https://image.tmdb.org/t/p/w500/lYVYVNsPDzeLL6ReCRhh8kezu4y.jpg"" width=""300"">","Known for Home Alone 2: Lost in New York, Scary Movie 2, and Charlie's Angels"
Will Arnett,"<img src=""https://image.tmdb.org/t/p/w500/nFRUYCfw34wTvLJe9xdhFrm0jIU.jpg"" width=""300"">","Known for Ratatouille, The Lego Batman Movie, and Despicable Me"
Sienna Miller,"<img src=""https://image.tmdb.org/t/p/w500/ygv1xVsgLlfCG1DJD0cuRmZqM1V.jpg"" width=""300"">","Known for American Sniper, The Lost City of Z, and G.I. Joe: The Rise of Cobra"
Denis Villeneuve,"<img src=""https://image.tmdb.org/t/p/w500/zdDx9Xs93UIrJFWYApYR28J8M6b.jpg"" width=""300"">","Known for Hans Zimmer & Friends: Diamond in the Desert, Three Kinds of Close Encounters, and Screening Interview: Dune with Hans Zimmer and Denis Villeneuve"
Katrina Law,"<img src=""https://image.tmdb.org/t/p/w500/y7LzCN8BaoPPSXDBo0UwPQ4UwSB.jpg"" width=""300"">","Known for Werewolves, 44 Minutes: The North Hollywood Shoot-Out, and Lucky Numbers"
Jordana Brewster,"<img src=""https://image.tmdb.org/t/p/w500/ceL0zxeVbWfCfhoIDZIE1NYqBWb.jpg"" width=""300"">","Known for Fast X, Furious 7, and Heart Eyes"
Tuba Büyüküstün,"<img src=""https://image.tmdb.org/t/p/w500/mEx5TCVO9zld1AEv91RBES1ATKo.jpg"" width=""300"">","Known for My Father and My Son, Heist School, and Red Istanbul"
Aras Bulut İynemli,"<img src=""https://image.tmdb.org/t/p/w500/408OA4bMx1ADKMkIjXxWrzQ0dhN.jpg"" width=""300"">","Known for Miracle in Cell No. 7, Atatürk II 1881 – 1919, and Atatürk 1881 - 1919"
İbrahim Çelikkol,"<img src=""https://image.tmdb.org/t/p/w500/8kvbL2u92TcEMUntyGNzJEXVN7u.jpg"" width=""300"">","Known for Intoxicated by Love, Conquest 1453, and Only You"
Bai Jingting,"<img src=""https://image.tmdb.org/t/p/w500/b3kmtLVQtgywB1QKWYHoNLsdqSO.jpg"" width=""300"">","Known for Yesterday Once More, Our New Life, and Youth China hits headlines"
Naomie Harris,"<img src=""https://image.tmdb.org/t/p/w500/41TVAcYqKKF7PGf3x7QfaLvkLSW.jpg"" width=""300"">","Known for 28 Days Later, Pirates of the Caribbean: Dead Man's Chest, and Black Bag"
Simu Liu,"<img src=""https://image.tmdb.org/t/p/w500/xc7I32luBZfJgx9lm92aT9xiI6T.jpg"" width=""300"">","Known for Barbie, Shang-Chi and the Legend of the Ten Rings, and Last Breath"
Ryeoun,"<img src=""https://image.tmdb.org/t/p/w500/mvNrSDLu11RWAYiAlNnnWbZB0ff.jpg"" width=""300"">",Actor/Actress
Hans Zimmer,"<img src=""https://image.tmdb.org/t/p/w500/tpQnDeHY15szIXvpnhlprufz4d.jpg"" width=""300"">","Known for The Lion King at the Hollywood Bowl, Ennio, and The Sound of 007"
Scott Eastwood,"<img src=""https://image.tmdb.org/t/p/w500/hBqXeKe2Z7VnAYe7tLTzIvr8po4.jpg"" width=""300"">","Known for Tin Soldier, Fast X, and Fury"
Mary-Louise Parker,"<img src=""https://image.tmdb.org/t/p/w500/1ohhrIZ4OMlLx9DvHjPhQJAIP0F.jpg"" width=""300"">","Known for RED, The Spiderwick Chronicles, and Red Sparrow"
Rebecca Hall,"<img src=""https://image.tmdb.org/t/p/w500/u1Q7HF01llNzx0yx0A8g2W0Xj9L.jpg"" width=""300"">","Known for Godzilla x Kong: The New Empire, The Prestige, and Iron Man 3"
Caitríona Balfe,"<img src=""https://image.tmdb.org/t/p/w500/4KQRDj74lKwU52Ewmzz7sVIakgn.jpg"" width=""300"">","Known for The Amateur, Ford v Ferrari, and Now You See Me"
Holly Hunter,"<img src=""https://image.tmdb.org/t/p/w500/kC7KX03VAWvogOCuwKbMo4V6TuU.jpg"" width=""300"">","Known for Batman v Superman: Dawn of Justice, The Incredibles, and The Electric State"
Mark Strong,"<img src=""https://image.tmdb.org/t/p/w500/3cNmatYsoifytg7TfQhI1EHow3v.jpg"" width=""300"">","Known for Shadow Force, Kingsman: The Golden Circle, and Cruella"
Michelle Yeoh,"<img src=""https://image.tmdb.org/t/p/w500/nrbHNzSMydpWK9um5VqWIFJihB5.jpg"" width=""300"">","Known for Guardians of the Galaxy Vol. 2, Wicked, and Transformers: Rise of the Beasts"
Ryan Kelley,"<img src=""https://image.tmdb.org/t/p/w500/dn7R7p0YIY3VjCIRwIzRrEuwPwq.jpg"" width=""300"">","Known for Teen Wolf: The Movie, Letters from Iwo Jima, and Ben 10 Alien Swarm"
Laura Dern,"<img src=""https://image.tmdb.org/t/p/w500/gB9PnGEvxKg33OSlcqptQwTBwPE.jpg"" width=""300"">","Known for Star Wars: The Last Jedi, Jurassic World Dominion, and The Founder"
Dichen Lachman,"<img src=""https://image.tmdb.org/t/p/w500/ySRHqthzU1gcEhV5rt7awZCzcwd.jpg"" width=""300"">","Known for Jurassic World Dominion, Kingdom of the Planet of the Apes, and Raya and the Last Dragon"
Mélanie Laurent,"<img src=""https://image.tmdb.org/t/p/w500/i99ogEo4gQyanCmHWYYoS6hsUqL.jpg"" width=""300"">","Known for Inglourious Basterds, Now You See Me, and 6 Underground"
Jeremy Irons,"<img src=""https://image.tmdb.org/t/p/w500/w8Ct1q02Ht3sWdOSqfp3B85TzT.jpg"" width=""300"">","Known for The Flash, Justice League, and The Beekeeper"
Ken Watanabe,"<img src=""https://image.tmdb.org/t/p/w500/w2t30L5Cmr34myAaUobLoSgsLfS.jpg"" width=""300"">","Known for Inception, Transformers: The Last Knight, and Batman Begins"
Minnie Driver,"<img src=""https://image.tmdb.org/t/p/w500/OskQBuriLtKWNiCnLTHjMqV1ga.jpg"" width=""300"">","Known for The Beekeeper, Good Will Hunting, and Tarzan"
Arón Piper,"<img src=""https://image.tmdb.org/t/p/w500/v4zaydubluolMYxKlzyQBfXCoP5.jpg"" width=""300"">","Known for The Courier, Sayen, and Day Drinker"
Alex Wolff,"<img src=""https://image.tmdb.org/t/p/w500/hMhGWS5nB7ZGA3B1aefY39pizgm.jpg"" width=""300"">","Known for Oppenheimer, A Quiet Place: Day One, and Jumanji: Welcome to the Jungle"
Seann William Scott,"<img src=""https://image.tmdb.org/t/p/w500/mKc2YXdh8d4U2jYDwpLWaOY6Jwg.jpg"" width=""300"">","Known for Final Destination, American Pie, and Ice Age: Dawn of the Dinosaurs"
Eva Mendes,"<img src=""https://image.tmdb.org/t/p/w500/uj6IaUDEUB7swj46dPjHAi3TEk4.jpg"" width=""300"">","Known for Ghost Rider, The Other Guys, and Training Day"
Han Hyo-joo,"<img src=""https://image.tmdb.org/t/p/w500/4E7NuJsR7AnMYAefFSHkj4cftdf.jpg"" width=""300"">","Known for 20th Century Girl, Cold Eyes, and The Pirates: The Last Royal Treasure"
Aaron Ashmore,"<img src=""https://image.tmdb.org/t/p/w500/kkGwF2nhgnYLUfXuH2CDvrHeUay.jpg"" width=""300"">","Known for Regression, My Husband's Double Life, and Fear Island"
Brooke Shields,"<img src=""https://image.tmdb.org/t/p/w500/qpLcTp5D6t0S0TtNK85VOYwDmTL.jpg"" width=""300"">","Known for Pretty Baby, The Other Guys, and The Blue Lagoon"
Timothy Olyphant,"<img src=""https://image.tmdb.org/t/p/w500/7pHmRHE2wBNC9cBgNIRCBqFLoyZ.jpg"" width=""300"">","Known for Havoc, The Girl Next Door, and Once Upon a Time... in Hollywood"
Takeru Satoh,"<img src=""https://image.tmdb.org/t/p/w500/dKWtZXEnTOedUUnDwBCZZN7w2uG.jpg"" width=""300"">","Known for Cells at Work!, Belle, and Rurouni Kenshin: The Beginning"
Rockmond Dunbar,"<img src=""https://image.tmdb.org/t/p/w500/gim7zIrYkbKWsp2Kod7fp74fWyI.jpg"" width=""300"">","Known for STRAW, Kiss Kiss Bang Bang, and All About You"
